,review_rating,review_text,verified_purchase,total words,total characters
1106,5,I've been using this eye cream since August 2018 wow it's amazing. Other eye creams in past make my eyes itchy they stream but this eye cream has never done that once it's absorbed it's absorbed doesn't make my eyes water.,False,45,238
1107,5,"I really like this product. It smells nice not strong. Floor looks nice clean after using this product. Am using it for long time, probably for couple of years already, am happy with.",False,38,199
1108,5,"Please do xlarge bottle The is so nice smell is amazing please always sell this, don\u2019t discontinue like u normal do",False,24,130
1109,3,Box came bashed causing 2 bottles to leak,True,8,41
1110,5,Perfect good value as described would buy again!,True,9,52
1111,5,Does what it should,True,4,19
1112,5,Well worth money,True,4,20
1113,3,For first time I bought this ice cream (as reviews are so good)and try it. To be honest it\u2019s not that bad but not amazing. The vanilla yogurt from alpro is way better. My kids enjoyed but for me need to have more vanilla flavour. My husband smelled says smell like big blop of cream.,False,59,302
1114,5,"Always have, always will! Great on toast, in sandwiches with sliced tomatoes & seasoning, as hot drink or in gravy. Highly recommend.",False,23,135
1115,1,"Even when washing at 40 or 60deg, I still get remains of capsule in washer on clothing. On one occasion it was stuck in washer's filter triggered fault light. Only bought these because I could not get my preferred Persil non-bio tablets any more, I won't buy any more capsules. Also, fragrance is overpowering.",False,61,336
1116,5,Good product,True,2,12
1117,5,Very good price makes your floors smell lovely,True,9,50
1118,5,Thanks brilliant product excellent service.......,True,5,49
1119,5,Thanks brilliant product excellent service.......,True,5,49
1120,5,"I don't have time or energy to apply proper fake tan on regular basis so I use this few times week instead. I'm actually really pale so I find one for pale skin takes ages to show any colour so I buy this one for darker skin it gives lovely colour bit sooner. You've got to be careful not to treat it like moisturizer rub it in well. Be careful on elbows, wrists, knees feet like you would with regular tanner. Lasts long time on skin doesn't wear off in patches!",False,106,509
1121,5,Love tbhe smell last ages worth money,True,9,45
1122,5,Well worth money! The bottles are bigger than ones in shops.,True,14,72
1123,5,I absolutely adore this scent of fabric conditioner I have tried many 'blue' ones nothing compares to this one !,False,21,116
1124,5,My best choice. Fragrance is perfect my clothes stay long time fresh.,False,14,77
1125,5,Absolutely amazing smell smell keep so long on my clothes. Full recommended,False,13,79
1126,5,"This is really smooth tasting mustard. Not too hot but perfect in salad dressings, cheese sauces, or spread on toast before you top it with baked beans. Adds just enough of kick.",False,34,182
1127,5,Yummy mini ice creamy sorbet type lolly. Fairly healthy compared to others good size. My kids love these all year round.,False,23,126
1128,5,Cheaper than shops! Makes our clothes smell great,True,9,53
1129,5,Used for years now- my hair is straightened curled often is not damaged from heat,True,17,89
1130,5,"Soleros are sooo fruity, they are absolutely gorgeous, nothing more to be said really!I wanted to put no where it asked would I recommend them to friend because then there would be more for me!!",False,37,198
1131,5,Awesome smell. Dove are best.. You can't go wrong.,True,10,54
1132,5,Good fabric conditioner,True,3,23
1133,5,"I tried these as IÂm fed up of powder conditioner leaving mess in washing machine drawer also taking up loads of space in cupboards. WeÂd tried another brand however they werenÂt perfumed other half likes his laundry to have fragrance to it - personal preference. So I shopped around to find cheap but known brand found these in subscribe save. WeÂre using them every few days can say we are quite happy with them. They smell nice but not over powering, leave no residue in drum or on clothes, come in refill packs so I can top up my container then bin isnÂt full of powder boxes they are easy to use as thereÂs no question over how much to use. Also as plus, they donÂt seem to bleach clothing as I found happened occasionally when using powder that got ÂstuckÂ in clothing not rinsed out properly. If these stay at good price then I will continue to buy as IÂm very happy with them.",True,184,960
1134,5,"Spray, then smell good.",True,4,23
1135,3,bit sticky,True,2,10
1136,5,Received product in good condition same as Dove bars soap that you could buy in-store.,False,19,102
1137,5,I love way it smells. Light yet it's lasting. It makes my clothes really soft fresh. I would buy this product again.,True,24,124
1138,4,"The Cost product great, delivery first class",True,8,48
1139,3,it was ok does job it was intended for,True,10,42
1140,5,Our shower has badly designed drainage system. It starts to smell every 2-3 months. A little of this overnight clears it.,False,22,123
